2016-10-15 16:45:36,648 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:50862
2016-10-15 16:45:36,649 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x157c80b6cfa0004 with negotiated timeout 5000 for client /0:0:0:0:0:0:0:1:50862
2016-10-15 16:45:36,655 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0004 type:create cxid:0x2 zxid:0x230 txntype:-1 reqpath:n/a Error Path:/cluster Error:KeeperErrorCode = NodeExists for /cluster
2016-10-15 16:45:36,658 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0004 type:create cxid:0x6 zxid:0x232 txntype:-1 reqpath:n/a Error Path:/cluster/servers Error:KeeperErrorCode = NodeExists for /cluster/servers
2016-10-15 16:45:36,662 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0004 type:create cxid:0xa zxid:0x234 txntype:-1 reqpath:n/a Error Path:/cluster/mapping Error:KeeperErrorCode = NodeExists for /cluster/mapping
2016-10-15 16:45:37,700 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x157c80b6cfa0004
2016-10-15 16:45:37,701 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:50862 which had sessionid 0x157c80b6cfa0004
2016-10-15 16:45:40,003 [myid:] - INFO  [SessionTracker:ZooKeeperServer@358] - Expiring session 0x157c80b6cfa0003, timeout of 5000ms exceeded
2016-10-15 16:45:40,004 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x157c80b6cfa0003
2016-10-15 16:45:40,013 [myid:] - INFO  [SyncThread:0:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:50855 which had sessionid 0x157c80b6cfa0003
2016-10-15 16:46:14,605 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:50869
2016-10-15 16:46:14,606 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:50869
2016-10-15 16:46:14,613 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x157c80b6cfa0005 with negotiated timeout 5000 for client /0:0:0:0:0:0:0:1:50869
2016-10-15 16:48:04,736 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:50878
2016-10-15 16:48:04,737 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:50878
2016-10-15 16:48:04,889 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x157c80b6cfa0006 with negotiated timeout 5000 for client /0:0:0:0:0:0:0:1:50878
2016-10-15 16:48:04,912 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0006 type:create cxid:0x2 zxid:0x24a txntype:-1 reqpath:n/a Error Path:/cluster Error:KeeperErrorCode = NodeExists for /cluster
2016-10-15 16:48:04,916 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0006 type:create cxid:0x6 zxid:0x24c txntype:-1 reqpath:n/a Error Path:/cluster/servers Error:KeeperErrorCode = NodeExists for /cluster/servers
2016-10-15 16:48:04,920 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0006 type:create cxid:0xa zxid:0x24e txntype:-1 reqpath:n/a Error Path:/cluster/mapping Error:KeeperErrorCode = NodeExists for /cluster/mapping
2016-10-15 16:48:05,956 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x157c80b6cfa0006
